Internship_ID,Company,Role,Sector,Location,Stipend(INR),Duration(Months),Required_Skills,Mode,Openings,Education_Requirement,Experience_Level
INT1771,Microsoft,Data Analyst Intern,Data Science,Kolkata,8000,6,"Power BI, Statistics, Tableau, Pandas",Onsite,5,Bachelor,Fresher
INT1772,Oracle,ML Engineer Intern,AI/ML,Hyderabad,10000,3,"Machine Learning, Model Deployment, Deep Learning",Remote,4,Bachelor,Fresher
INT1773,IBM,Data Analyst Intern,Data Science,Pune,12000,5,"SQL, Excel",Onsite,7,Bachelor,Fresher
INT1774,Accenture,DevOps Intern,DevOps,Mumbai,8000,2,"Linux, Python, CI/CD",Remote,1,Diploma,Fresher
INT1775,Oracle,Web Developer Intern,Web Development,Bangalore,8000,4,"REST APIs, Node.js",Hybrid,10,Bachelor,Fresher
INT1776,Oracle,Cloud Intern,Cloud Computing,Bangalore,15000,2,"Cloud, Terraform",Onsite,10,Bachelor,Fresher
INT1777,Oracle,ML Engineer Intern,AI/ML,Chennai,20000,4,"Machine Learning, Python",Onsite,2,Bachelor,1-2 Years
INT1778,TCS,Data Analyst Intern,Data Science,Delhi,12000,2,"Tableau, Pandas, Python, Power BI",Onsite,1,Bachelor,1-2 Years
INT1779,TCS,DevOps Intern,DevOps,Remote,15000,2,"Kubernetes, DevOps",Remote,2,Diploma,Fresher
INT1780,Accenture,AI Research Intern,AI/ML,Hyderabad,15000,3,"Python, Machine Learning, PyTorch",Hybrid,3,Bachelor,Fresher
INT1781,Google,Data Analyst Intern,Data Science,Hyderabad,8000,5,"Excel, SQL",Onsite,2,Diploma,1-2 Years
INT1782,Wipro,Business Analyst Intern,Business Analytics,Hyderabad,8000,4,"Business Analytics, Requirements Gathering, Power BI",Remote,4,Bachelor,Fresher
INT1783,Amazon,Software Engineer Intern,Software Development,Delhi,15000,1,"Java, Git",Remote,10,Diploma,Fresher
INT1784,IBM,Cybersecurity Intern,Cybersecurity,Chennai,8000,4,"Wireshark, Linux, Penetration Testing",Onsite,2,Bachelor,Fresher
INT1785,IBM,Business Analyst Intern,Business Analytics,Kolkata,12000,6,"SQL, Requirements Gathering",Onsite,10,Bachelor,Fresher
INT1786,IBM,DevOps Intern,DevOps,Delhi,12000,1,"CI/CD, Kubernetes",Hybrid,9,Bachelor,Fresher
INT1787,Microsoft,AI Research Intern,AI/ML,Delhi,20000,1,"NLP, PyTorch, Python",Remote,8,Bachelor,Fresher
INT1788,Amazon,DevOps Intern,DevOps,Pune,15000,6,"DevOps, Python, Kubernetes",Remote,9,Bachelor,2-4 Years
INT1789,IBM,AI Research Intern,AI/ML,Hyderabad,20000,4,"Machine Learning, Deep Learning, PyTorch",Onsite,1,Bachelor,Fresher
INT1790,HCL,DevOps Intern,DevOps,Chennai,8000,6,"Docker, Kubernetes, CI/CD",Hybrid,3,High School,Fresher
INT1791,Accenture,Web Developer Intern,Web Development,Bangalore,5000,2,"Node.js, SQL",Remote,1,Bachelor,Fresher
INT1792,Oracle,AI Research Intern,AI/ML,Bangalore,10000,5,"NLP, TensorFlow, PyTorch",Onsite,1,Bachelor,Fresher
INT1793,Amazon,Software Engineer Intern,Software Development,Kolkata,15000,1,"C++, Python",Onsite,2,Bachelor,Fresher
INT1794,Accenture,AI Research Intern,AI/ML,Remote,10000,4,"NLP, TensorFlow",Remote,10,Master,Fresher
INT1795,Oracle,Data Analyst Intern,Data Science,Kolkata,5000,5,"Statistics, Power BI, Excel, Tableau",Onsite,5,Bachelor,Fresher
INT1796,Microsoft,Business Analyst Intern,Business Analytics,Remote,5000,1,"Business Analytics, SQL, Power BI, Requirements Gathering",Remote,4,Bachelor,Fresher
INT1797,TCS,Cloud Intern,Cloud Computing,Mumbai,20000,6,"Kubernetes, Docker",Onsite,5,Bachelor,Fresher
INT1798,HCL,Web Developer Intern,Web Development,Pune,5000,1,"React, Node.js",Onsite,6,Bachelor,Fresher
INT1799,Google,Cloud Intern,Cloud Computing,Kolkata,15000,3,"Docker, Terraform, Kubernetes",Remote,5,Bachelor,Fresher
INT1800,Amazon,Software Engineer Intern,Software Development,Chennai,12000,6,"Algorithms, Java",Remote,3,Bachelor,Fresher
INT1801,TCS,AI Research Intern,AI/ML,Mumbai,10000,4,"TensorFlow, PyTorch, Deep Learning, Python",Onsite,9,Bachelor,Fresher
INT1802,Wipro,Cloud Intern,Cloud Computing,Delhi,15000,6,"GCP, AWS",Hybrid,7,Bachelor,1-2 Years
INT1803,IBM,ML Engineer Intern,AI/ML,Hyderabad,10000,2,"Python, Deep Learning",Remote,9,Bachelor,Fresher
INT1804,Oracle,Software Engineer Intern,Software Development,Chennai,12000,5,"Git, Python, Java, C++",Onsite,7,Diploma,Fresher
INT1805,HCL,Web Developer Intern,Web Development,Hyderabad,12000,4,"HTML/CSS/JS, Node.js",Onsite,2,Bachelor,Fresher
INT1806,Google,Software Engineer Intern,Software Development,Kolkata,10000,2,"Python, Data Structures",Hybrid,3,Bachelor,Fresher
INT1807,TCS,Cybersecurity Intern,Cybersecurity,Pune,15000,4,"Wireshark, Linux, Cybersecurity, Network Security",Onsite,6,High School,Fresher
INT1808,TCS,Cybersecurity Intern,Cybersecurity,Kolkata,15000,2,"Wireshark, Cybersecurity, Linux",Hybrid,8,High School,1-2 Years
INT1809,Infosys,DevOps Intern,DevOps,Remote,8000,3,"DevOps, Jenkins",Onsite,6,Diploma,Fresher
INT1810,Amazon,Cybersecurity Intern,Cybersecurity,Remote,12000,5,"Network Security, Linux, Wireshark",Hybrid,2,High School,Fresher
INT1811,Accenture,Cloud Intern,Cloud Computing,Kolkata,10000,4,"Kubernetes, Terraform",Remote,3,Bachelor,Fresher
INT1812,IBM,DevOps Intern,DevOps,Remote,8000,2,"Python, Kubernetes, Docker, Linux",Onsite,2,Diploma,Fresher
INT1813,Google,ML Engineer Intern,AI/ML,Bangalore,15000,1,"Deep Learning, PyTorch, Model Deployment, Machine Learning",Remote,10,Bachelor,Fresher
INT1814,TCS,DevOps Intern,DevOps,Hyderabad,12000,5,"Python, Jenkins",Remote,5,Bachelor,Fresher
INT1815,Accenture,AI Research Intern,AI/ML,Hyderabad,20000,4,"Python, Deep Learning, TensorFlow",Remote,2,Bachelor,Fresher
INT1816,TCS,Cybersecurity Intern,Cybersecurity,Kolkata,12000,5,"Wireshark, Linux, Network Security, Python",Remote,1,Bachelor,Fresher
INT1817,Google,Software Engineer Intern,Software Development,Chennai,20000,4,"Python, Data Structures",Remote,9,Bachelor,Fresher
INT1818,TCS,DevOps Intern,DevOps,Hyderabad,12000,6,"Docker, CI/CD",Remote,5,Diploma,Fresher
INT1819,Google,Business Analyst Intern,Business Analytics,Mumbai,12000,3,"Power BI, Excel, Requirements Gathering",Hybrid,1,Diploma,1-2 Years
INT1820,Google,Web Developer Intern,Web Development,Chennai,10000,2,"React, Node.js",Remote,5,Diploma,Fresher
INT1821,Amazon,Software Engineer Intern,Software Development,Kolkata,8000,2,"Git, Python, C++, Linux",Onsite,2,Bachelor,Fresher
INT1822,HCL,Data Analyst Intern,Data Science,Bangalore,5000,1,"SQL, Python, Tableau, Pandas",Onsite,5,Master,Fresher
INT1823,Accenture,Software Engineer Intern,Software Development,Kolkata,15000,6,"Python, Data Structures",Onsite,8,Bachelor,Fresher
INT1824,Wipro,Web Developer Intern,Web Development,Remote,10000,1,"SQL, REST APIs, HTML/CSS/JS",Remote,5,Diploma,Fresher
INT1825,IBM,Data Analyst Intern,Data Science,Chennai,10000,2,"Python, Statistics, SQL, Pandas",Onsite,3,Bachelor,1-2 Years
INT1826,Microsoft,UI/UX Intern,UI/UX,Pune,8000,4,"User Research, HTML/CSS/JS, UI/UX, Figma",Remote,1,Bachelor,1-2 Years
INT1827,Oracle,DevOps Intern,DevOps,Hyderabad,15000,1,"Jenkins, Linux",Remote,8,Bachelor,Fresher
INT1828,IBM,Business Analyst Intern,Business Analytics,Pune,5000,5,"Requirements Gathering, Business Analytics, Communication, SQL",Onsite,6,Bachelor,1-2 Years
INT1829,IBM,Software Engineer Intern,Software Development,Mumbai,20000,1,"Java, C++",Remote,9,Diploma,Fresher
INT1830,Amazon,Data Analyst Intern,Data Science,Hyderabad,10000,6,"SQL, Power BI",Hybrid,4,Bachelor,Fresher
INT1831,HCL,Web Developer Intern,Web Development,Mumbai,5000,4,"Bootstrap, REST APIs",Remote,7,Diploma,Fresher
INT1832,Wipro,Data Analyst Intern,Data Science,Pune,5000,4,"Statistics, Pandas, Excel",Remote,2,Bachelor,2-4 Years
INT1833,Google,Web Developer Intern,Web Development,Kolkata,5000,4,"Node.js, HTML/CSS/JS",Hybrid,3,Bachelor,Fresher
INT1834,Microsoft,AI Research Intern,AI/ML,Delhi,20000,5,"Deep Learning, Python",Remote,3,Master,Fresher
INT1835,Accenture,Business Analyst Intern,Business Analytics,Bangalore,10000,5,"SQL, Power BI, Communication, Requirements Gathering",Onsite,1,Bachelor,Fresher
INT1836,IBM,Business Analyst Intern,Business Analytics,Chennai,8000,1,"Excel, Business Analytics",Onsite,6,Bachelor,Fresher
INT1837,Wipro,DevOps Intern,DevOps,Delhi,15000,5,"Docker, Kubernetes, CI/CD, Jenkins",Hybrid,4,Bachelor,Fresher
INT1838,Accenture,Data Analyst Intern,Data Science,Remote,12000,4,"Statistics, Excel",Onsite,3,Bachelor,1-2 Years
INT1839,HCL,Software Engineer Intern,Software Development,Hyderabad,12000,3,"Git, Java, Algorithms",Remote,2,Bachelor,Fresher
INT1840,Accenture,ML Engineer Intern,AI/ML,Chennai,20000,3,"Python, Machine Learning, PyTorch",Remote,8,Bachelor,Fresher
INT1841,Wipro,Data Analyst Intern,Data Science,Delhi,8000,6,"Statistics, Tableau, Pandas, SQL",Onsite,3,Master,Fresher
INT1842,IBM,Cybersecurity Intern,Cybersecurity,Bangalore,8000,3,"Python, Wireshark, Network Security",Onsite,2,Bachelor,Fresher
INT1843,Microsoft,ML Engineer Intern,AI/ML,Remote,15000,6,"Deep Learning, TensorFlow",Onsite,4,Bachelor,Fresher
INT1844,HCL,ML Engineer Intern,AI/ML,Delhi,10000,4,"Deep Learning, Machine Learning, Python",Onsite,2,Bachelor,Fresher
INT1845,Amazon,Web Developer Intern,Web Development,Kolkata,10000,3,"HTML/CSS/JS, React, REST APIs",Remote,7,High School,1-2 Years
INT1846,Microsoft,UI/UX Intern,UI/UX,Kolkata,12000,3,"Prototyping, UI/UX, User Research, Figma",Onsite,8,Bachelor,Fresher
INT1847,IBM,AI Research Intern,AI/ML,Hyderabad,15000,4,"Machine Learning, PyTorch, TensorFlow",Remote,6,Bachelor,Fresher
INT1848,Wipro,ML Engineer Intern,AI/ML,Pune,20000,5,"Python, TensorFlow, Model Deployment, Machine Learning",Hybrid,10,Bachelor,Fresher
INT1849,Microsoft,AI Research Intern,AI/ML,Hyderabad,20000,5,"Python, Deep Learning, NLP",Hybrid,10,Bachelor,Fresher
INT1850,IBM,Cloud Intern,Cloud Computing,Kolkata,10000,3,"Terraform, GCP, Kubernetes, Azure",Onsite,6,Bachelor,Fresher
INT1851,TCS,Business Analyst Intern,Business Analytics,Bangalore,10000,2,"Requirements Gathering, Business Analytics, Power BI",Onsite,2,Bachelor,Fresher
INT1852,Amazon,Web Developer Intern,Web Development,Pune,12000,6,"Bootstrap, React",Remote,8,Bachelor,Fresher
INT1853,Microsoft,Web Developer Intern,Web Development,Kolkata,12000,3,"HTML/CSS/JS, SQL, REST APIs",Remote,8,Bachelor,2-4 Years
INT1854,Accenture,DevOps Intern,DevOps,Chennai,8000,5,"DevOps, Docker",Hybrid,6,Bachelor,1-2 Years
INT1855,Amazon,Business Analyst Intern,Business Analytics,Pune,5000,4,"SQL, Excel, Business Analytics, Power BI",Hybrid,1,Bachelor,1-2 Years
INT1856,Microsoft,Data Analyst Intern,Data Science,Hyderabad,5000,1,"Power BI, Pandas",Hybrid,5,Bachelor,Fresher
INT1857,Infosys,Data Analyst Intern,Data Science,Pune,12000,4,"Tableau, Python, Power BI",Hybrid,1,Master,Fresher
INT1858,TCS,ML Engineer Intern,AI/ML,Hyderabad,10000,3,"Deep Learning, Python",Remote,4,Bachelor,Fresher
INT1859,Google,Cybersecurity Intern,Cybersecurity,Kolkata,12000,2,"Penetration Testing, Network Security, Cybersecurity",Remote,8,High School,1-2 Years
INT1860,IBM,UI/UX Intern,UI/UX,Mumbai,12000,3,"HTML/CSS/JS, UI/UX",Onsite,3,Bachelor,Fresher
INT1861,HCL,Cloud Intern,Cloud Computing,Remote,10000,6,"Kubernetes, Docker",Remote,3,Master,2-4 Years
INT1862,Accenture,Web Developer Intern,Web Development,Kolkata,8000,3,"HTML/CSS/JS, React, SQL, REST APIs",Remote,5,Bachelor,1-2 Years
INT1863,TCS,ML Engineer Intern,AI/ML,Mumbai,15000,2,"Model Deployment, Deep Learning, Machine Learning",Remote,5,Diploma,Fresher
INT1864,HCL,Business Analyst Intern,Business Analytics,Kolkata,12000,6,"Communication, Power BI, Business Analytics, Excel",Onsite,9,Bachelor,Fresher
INT1865,Microsoft,Cloud Intern,Cloud Computing,Hyderabad,10000,5,"Terraform, Cloud, AWS",Onsite,2,Bachelor,Fresher
INT1866,Amazon,Cloud Intern,Cloud Computing,Bangalore,10000,3,"Terraform, AWS, Docker",Onsite,10,Bachelor,Fresher
INT1867,Wipro,Cloud Intern,Cloud Computing,Mumbai,10000,1,"AWS, Terraform",Hybrid,4,Bachelor,Fresher
INT1868,Google,Cloud Intern,Cloud Computing,Delhi,20000,6,"Terraform, Cloud, Kubernetes",Onsite,6,Bachelor,Fresher
INT1869,Infosys,AI Research Intern,AI/ML,Pune,20000,2,"PyTorch, NLP, Deep Learning",Remote,4,Master,Fresher
INT1870,Infosys,DevOps Intern,DevOps,Mumbai,8000,1,"Jenkins, Kubernetes",Remote,1,Bachelor,Fresher
INT1871,Oracle,Software Engineer Intern,Software Development,Bangalore,12000,1,"Linux, C++",Onsite,10,Bachelor,Fresher
INT1872,Infosys,DevOps Intern,DevOps,Hyderabad,15000,2,"Python, Jenkins, Linux",Hybrid,2,Bachelor,Fresher
INT1873,TCS,Software Engineer Intern,Software Development,Kolkata,12000,3,"Git, C++, Algorithms",Onsite,1,Bachelor,Fresher
INT1874,Wipro,Software Engineer Intern,Software Development,Chennai,20000,2,"Java, Git, C++, Python",Onsite,8,Diploma,Fresher
INT1875,Amazon,AI Research Intern,AI/ML,Kolkata,15000,3,"TensorFlow, Machine Learning, NLP, PyTorch",Onsite,9,Bachelor,Fresher
INT1876,Google,Data Analyst Intern,Data Science,Delhi,5000,1,"Pandas, Python, Statistics, SQL",Remote,3,Bachelor,Fresher
INT1877,Infosys,AI Research Intern,AI/ML,Mumbai,10000,3,"NLP, Python",Remote,6,Bachelor,Fresher
INT1878,Amazon,Web Developer Intern,Web Development,Remote,10000,2,"REST APIs, HTML/CSS/JS",Remote,1,Bachelor,Fresher
INT1879,Infosys,Cybersecurity Intern,Cybersecurity,Hyderabad,15000,6,"Penetration Testing, Network Security, Linux",Onsite,3,High School,Fresher
INT1880,Google,Cybersecurity Intern,Cybersecurity,Delhi,8000,6,"Wireshark, Linux, Cybersecurity, Penetration Testing",Hybrid,1,Diploma,Fresher
INT1881,Oracle,DevOps Intern,DevOps,Kolkata,8000,2,"Linux, Kubernetes, Jenkins",Hybrid,3,Bachelor,Fresher
INT1882,Wipro,Data Analyst Intern,Data Science,Mumbai,10000,4,"Excel, Pandas",Onsite,9,Bachelor,Fresher
INT1883,IBM,UI/UX Intern,UI/UX,Kolkata,12000,6,"Figma, HTML/CSS/JS, Design Thinking, User Research",Remote,3,Diploma,Fresher
INT1884,Amazon,Cybersecurity Intern,Cybersecurity,Mumbai,12000,3,"Python, Network Security, Penetration Testing",Hybrid,6,Bachelor,Fresher
INT1885,Accenture,UI/UX Intern,UI/UX,Hyderabad,10000,1,"Figma, Design Thinking",Remote,9,Bachelor,Fresher
INT1886,Amazon,Web Developer Intern,Web Development,Bangalore,8000,5,"Bootstrap, React, SQL",Remote,3,Bachelor,1-2 Years
INT1887,HCL,AI Research Intern,AI/ML,Kolkata,20000,1,"Python, Deep Learning, Machine Learning",Remote,10,Bachelor,1-2 Years
INT1888,Infosys,Data Analyst Intern,Data Science,Bangalore,5000,3,"Pandas, Statistics",Hybrid,6,Diploma,Fresher
INT1889,Oracle,Web Developer Intern,Web Development,Chennai,5000,1,"Bootstrap, Node.js",Remote,10,Bachelor,Fresher
INT1890,Oracle,AI Research Intern,AI/ML,Delhi,20000,5,"Deep Learning, Machine Learning",Onsite,3,Master,Fresher
INT1891,Microsoft,AI Research Intern,AI/ML,Bangalore,10000,5,"Python, NLP, TensorFlow",Onsite,8,Bachelor,Fresher
INT1892,Infosys,DevOps Intern,DevOps,Mumbai,8000,4,"Kubernetes, Python",Onsite,9,Bachelor,Fresher
INT1893,Infosys,ML Engineer Intern,AI/ML,Hyderabad,15000,1,"Machine Learning, Deep Learning",Onsite,7,Master,Fresher
INT1894,Microsoft,AI Research Intern,AI/ML,Delhi,15000,6,"Python, NLP, Deep Learning",Onsite,7,Bachelor,Fresher
INT1895,Wipro,DevOps Intern,DevOps,Remote,15000,2,"Docker, Python, DevOps",Onsite,8,Bachelor,Fresher
INT1896,Microsoft,ML Engineer Intern,AI/ML,Bangalore,15000,5,"Python, TensorFlow, Machine Learning",Onsite,10,Master,1-2 Years
INT1897,Google,ML Engineer Intern,AI/ML,Pune,10000,1,"Deep Learning, Python, TensorFlow",Remote,8,Bachelor,Fresher
INT1898,Accenture,Web Developer Intern,Web Development,Remote,10000,3,"REST APIs, React, Bootstrap",Remote,2,Bachelor,Fresher
INT1899,IBM,Cloud Intern,Cloud Computing,Hyderabad,20000,3,"Docker, GCP",Onsite,1,Bachelor,Fresher
INT1900,TCS,Cloud Intern,Cloud Computing,Hyderabad,20000,5,"AWS, GCP, Terraform, Kubernetes",Onsite,8,Bachelor,Fresher
INT1901,Microsoft,Software Engineer Intern,Software Development,Remote,10000,5,"Python, Linux, Algorithms, C++",Hybrid,6,Diploma,Fresher
INT1902,TCS,DevOps Intern,DevOps,Chennai,8000,5,"Docker, CI/CD, Python, DevOps",Remote,8,Bachelor,Fresher
INT1903,Accenture,ML Engineer Intern,AI/ML,Delhi,10000,4,"Model Deployment, TensorFlow, Python, Machine Learning",Remote,9,Bachelor,Fresher
INT1904,Accenture,DevOps Intern,DevOps,Kolkata,15000,3,"Jenkins, Kubernetes",Hybrid,5,Diploma,Fresher
INT1905,Oracle,AI Research Intern,AI/ML,Mumbai,20000,3,"PyTorch, Python, Deep Learning",Hybrid,2,Master,Fresher
INT1906,Google,Data Analyst Intern,Data Science,Bangalore,12000,6,"SQL, Pandas",Onsite,2,Master,Fresher
INT1907,Infosys,ML Engineer Intern,AI/ML,Bangalore,10000,3,"PyTorch, TensorFlow, Python, Machine Learning",Onsite,7,Bachelor,Fresher
INT1908,Microsoft,ML Engineer Intern,AI/ML,Pune,10000,1,"TensorFlow, PyTorch, Machine Learning",Onsite,8,Bachelor,Fresher
INT1909,IBM,UI/UX Intern,UI/UX,Delhi,12000,4,"Figma, Design Thinking",Hybrid,8,Diploma,Fresher
INT1910,Oracle,ML Engineer Intern,AI/ML,Bangalore,10000,5,"Model Deployment, PyTorch, TensorFlow, Machine Learning",Remote,10,Bachelor,Fresher
INT1911,Wipro,DevOps Intern,DevOps,Remote,8000,6,"Docker, Linux",Remote,10,High School,Fresher
INT1912,IBM,Cloud Intern,Cloud Computing,Chennai,20000,3,"Terraform, Kubernetes",Remote,3,Bachelor,Fresher
INT1913,Microsoft,DevOps Intern,DevOps,Kolkata,15000,6,"Python, DevOps, Jenkins, Kubernetes",Onsite,7,Bachelor,1-2 Years
INT1914,Oracle,DevOps Intern,DevOps,Hyderabad,8000,4,"Jenkins, Linux",Onsite,10,Diploma,Fresher
INT1915,Microsoft,Software Engineer Intern,Software Development,Pune,8000,5,"Algorithms, Linux, Java, Git",Onsite,6,Diploma,Fresher
INT1916,Oracle,ML Engineer Intern,AI/ML,Delhi,20000,3,"Python, PyTorch, TensorFlow, Machine Learning",Onsite,10,Bachelor,Fresher
INT1917,Oracle,UI/UX Intern,UI/UX,Bangalore,8000,3,"Design Thinking, Figma, UI/UX, Prototyping",Onsite,10,Bachelor,Fresher
INT1918,Oracle,Business Analyst Intern,Business Analytics,Remote,8000,1,"Requirements Gathering, Excel, Communication",Remote,9,Bachelor,Fresher
INT1919,Microsoft,UI/UX Intern,UI/UX,Hyderabad,10000,6,"Prototyping, Figma",Remote,1,Diploma,Fresher
INT1920,Wipro,ML Engineer Intern,AI/ML,Delhi,20000,1,"PyTorch, Python, TensorFlow, Machine Learning",Onsite,7,Bachelor,Fresher
INT1921,HCL,UI/UX Intern,UI/UX,Chennai,10000,5,"UI/UX, Design Thinking, User Research, Prototyping",Hybrid,3,Bachelor,Fresher
INT1922,IBM,Data Analyst Intern,Data Science,Remote,8000,4,"Pandas, Python",Remote,1,Master,Fresher
INT1923,Amazon,UI/UX Intern,UI/UX,Hyderabad,12000,2,"HTML/CSS/JS, UI/UX",Onsite,9,Bachelor,Fresher
INT1924,HCL,Cybersecurity Intern,Cybersecurity,Mumbai,15000,1,"Penetration Testing, Linux, Cybersecurity",Onsite,9,High School,Fresher
INT1925,Accenture,Cybersecurity Intern,Cybersecurity,Chennai,15000,1,"Cybersecurity, Python",Onsite,10,Diploma,1-2 Years
INT1926,Infosys,Software Engineer Intern,Software Development,Bangalore,15000,4,"Linux, Git",Onsite,9,Bachelor,1-2 Years
INT1927,Oracle,Business Analyst Intern,Business Analytics,Delhi,8000,4,"Requirements Gathering, Excel",Onsite,5,Bachelor,Fresher
INT1928,TCS,DevOps Intern,DevOps,Bangalore,15000,6,"Linux, CI/CD, Docker, Jenkins",Remote,8,Bachelor,Fresher
INT1929,Infosys,Web Developer Intern,Web Development,Hyderabad,12000,5,"React, Node.js, SQL",Onsite,2,High School,Fresher
INT1930,HCL,Data Analyst Intern,Data Science,Pune,12000,4,"Tableau, Excel",Remote,1,Bachelor,Fresher
INT1931,Accenture,Data Analyst Intern,Data Science,Bangalore,8000,4,"Statistics, Excel",Onsite,5,Bachelor,Fresher
INT1932,IBM,Cybersecurity Intern,Cybersecurity,Kolkata,12000,6,"Cybersecurity, Penetration Testing, Python, Network Security",Onsite,4,Diploma,Fresher
INT1933,Amazon,UI/UX Intern,UI/UX,Delhi,12000,4,"UI/UX, Prototyping",Onsite,6,High School,Fresher
INT1934,Wipro,AI Research Intern,AI/ML,Kolkata,10000,4,"Machine Learning, TensorFlow",Onsite,8,Bachelor,Fresher
INT1935,Amazon,Business Analyst Intern,Business Analytics,Hyderabad,8000,6,"Power BI, Requirements Gathering, SQL",Onsite,5,Bachelor,Fresher
INT1936,Accenture,DevOps Intern,DevOps,Kolkata,12000,4,"Jenkins, CI/CD, DevOps, Kubernetes",Onsite,8,Bachelor,1-2 Years
INT1937,Amazon,Business Analyst Intern,Business Analytics,Remote,10000,5,"Power BI, SQL, Communication, Excel",Remote,7,Diploma,Fresher
INT1938,Microsoft,Cloud Intern,Cloud Computing,Delhi,10000,3,"Cloud, Azure, Terraform",Remote,1,Master,1-2 Years
INT1939,Google,Cloud Intern,Cloud Computing,Chennai,20000,2,"Docker, Terraform",Hybrid,10,Bachelor,Fresher
INT1940,Microsoft,Data Analyst Intern,Data Science,Kolkata,10000,1,"Python, Excel",Remote,8,Bachelor,Fresher
INT1941,Oracle,Cybersecurity Intern,Cybersecurity,Chennai,15000,5,"Wireshark, Network Security, Cybersecurity, Penetration Testing",Onsite,5,Bachelor,Fresher
INT1942,Accenture,ML Engineer Intern,AI/ML,Kolkata,10000,1,"Machine Learning, PyTorch, TensorFlow",Remote,9,Bachelor,1-2 Years
INT1943,Infosys,Cybersecurity Intern,Cybersecurity,Bangalore,12000,1,"Wireshark, Network Security",Onsite,3,Bachelor,Fresher
INT1944,IBM,Data Analyst Intern,Data Science,Hyderabad,10000,5,"Pandas, Statistics, Power BI, Python",Hybrid,7,Master,Fresher
INT1945,Oracle,Data Analyst Intern,Data Science,Pune,5000,1,"Statistics, Excel, Pandas, SQL",Onsite,6,Bachelor,Fresher
INT1946,Infosys,DevOps Intern,DevOps,Delhi,15000,3,"DevOps, Jenkins, Kubernetes",Hybrid,3,Diploma,Fresher
INT1947,Accenture,Cybersecurity Intern,Cybersecurity,Remote,12000,2,"Linux, Cybersecurity, Network Security",Hybrid,4,Bachelor,Fresher
